line_id,order_id,order_date,customer_id,customer_segment,branch_id,branch_name,city,region,latitude,longitude,sales_channel,payment_method,product_id,product_name,category,quantity,unit_price_sar,discount_pct,unit_cost_sar,revenue_sar,cost_sar,profit_sar,Year,,,
1305,O000661,4/17/2025,C08483,New,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Apple Pay,P052,Fragrance 4,Beauty,1,535.31,0%,278.76,535.31,278.76,256.55,2025,,,
1306,O000662,5/30/2025,C05704,Regular,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mastercard,P065,Dumbbell Set 1,Sports,1,144.41,0%,91.37,144.41,91.37,53.04,2025,,,
1307,O000663,9/17/2025,C02463,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mastercard,P054,Skin Care 2,Beauty,1,257.16,0%,186.83,257.16,186.83,70.33,2025,,,
1308,O000663,9/17/2025,C02463,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mastercard,P006,Smart Watch 2,Electronics,1,923.97,15%,426.15,785.37,426.15,359.22,2025,,,
1309,O000664,4/3/2024,C05621,Regular,B15,Abha Center,Abha,Asir,18.2465,42.5117,In-store,Mada,P041,Backpack 1,Fashion,1,220.27,10%,104.05,198.24,104.05,94.19,2024,,,
1310,O000664,4/3/2024,C05621,Regular,B15,Abha Center,Abha,Asir,18.2465,42.5117,In-store,Mada,P005,Smart Watch 1,Electronics,2,259.31,0%,211.85,518.62,423.7,94.92,2024,,,
1311,O000665,9/30/2025,C09138,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Apple Pay,P065,Dumbbell Set 1,Sports,1,143.43,0%,91.37,143.43,91.37,52.06,2025,,,
1312,O000665,9/30/2025,C09138,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Apple Pay,P029,Coffee Maker 1,Home,2,717.17,0%,474.65,1434.34,949.3,485.04,2025,,,
1313,O000666,3/14/2024,C10574,Regular,B12,Dhahran Center,Dhahran,Eastern Province,26.2886,50.1139,Online,Visa,P065,Dumbbell Set 1,Sports,1,150.69,5%,91.37,143.16,91.37,51.79,2024,,,
1314,O000667,6/1/2024,C10070,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Apple Pay,P079,Office Chair 3,Office,1,962.28,20%,712.52,769.82,712.52,57.3,2024,,,
1315,O000667,6/1/2024,C10070,New,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Apple Pay,P078,Office Chair 2,Office,1,751.41,10%,369.32,676.27,369.32,306.95,2024,,,
1316,O000668,12/31/2025,C07831,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Apple Pay,P078,Office Chair 2,Office,3,781.81,5%,369.32,2228.16,1107.96,1120.2,2025,,,
1317,O000669,11/18/2025,C05596,New,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,Online,Mada,P077,Office Chair 1,Office,1,477.19,0%,341.46,477.19,341.46,135.73,2025,,,
1318,O000670,1/26/2024,C01299,VIP,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Mada,P058,Hair Care 2,Beauty,1,47.28,10%,30.17,42.55,30.17,12.38,2024,,,
1319,O000670,1/26/2024,C01299,VIP,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Mada,P040,Sneakers 4,Fashion,3,514.99,0%,280.77,1544.97,842.31,702.66,2024,,,
1320,O000670,1/26/2024,C01299,VIP,B14,Yanbu Center,Yanbu,Madinah,24.0895,38.0618,In-store,Mada,P063,Fitness Mat 3,Sports,1,115.02,0%,84.19,115.02,84.19,30.83,2024,,,
1321,O000671,3/30/2025,C03499,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Mada,P032,Coffee Maker 4,Home,1,403.42,0%,302.9,403.42,302.9,100.52,2025,,,
1322,O000671,3/30/2025,C03499,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Mada,P072,Sports Bottle 4,Sports,1,43,0%,27.48,43,27.48,15.52,2025,,,
1323,O000672,7/19/2025,C09195,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,Online,Cash,P026,Desk Lamp 2,Home,1,167.5,10%,76.12,150.75,76.12,74.63,2025,,,
1324,O000672,7/19/2025,C09195,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,Online,Cash,P018,Bedding Set 2,Home,1,394.38,30%,277.26,276.07,277.26,-1.19,2025,,,
1325,O000673,6/28/2024,C10026,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P019,Bedding Set 3,Home,1,254.37,0%,127.42,254.37,127.42,126.95,2024,,,
1326,O000673,6/28/2024,C10026,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P006,Smart Watch 2,Electronics,1,847.38,0%,426.15,847.38,426.15,421.23,2024,,,
1327,O000673,6/28/2024,C10026,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P069,Sports Bottle 1,Sports,3,80.87,0%,61.34,242.61,184.02,58.59,2024,,,
1328,O000674,6/20/2024,C06078,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Visa,P002,Headphones 2,Electronics,1,106.62,5%,57.18,101.29,57.18,44.11,2024,,,
1329,O000674,6/20/2024,C06078,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Visa,P061,Fitness Mat 1,Sports,2,100.09,0%,48.43,200.18,96.86,103.32,2024,,,
1330,O000675,11/17/2025,C09234,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Mada,P070,Sports Bottle 2,Sports,2,94.55,0%,44.56,189.1,89.12,99.98,2025,,,
1331,O000676,7/17/2024,C03339,Regular,B10,Dammam Center,Dammam,Eastern Province,26.4207,50.0888,Online,Mada,P055,Skin Care 3,Beauty,1,151.87,0%,83.95,151.87,83.95,67.92,2024,,,
1332,O000677,5/28/2024,C01635,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Apple Pay,P004,Headphones 4,Electronics,2,446.97,0%,304.54,893.94,609.08,284.86,2024,,,
1333,O000677,5/28/2024,C01635,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Apple Pay,P018,Bedding Set 2,Home,1,376.5,15%,277.26,320.02,277.26,42.76,2024,,,
1334,O000678,7/21/2025,C00022,Regular,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Apple Pay,P009,Power Bank 1,Electronics,1,193.29,0%,115.49,193.29,115.49,77.8,2025,,,
1335,O000679,12/6/2025,C07631,Regular,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,Online,Cash,P056,Skin Care 4,Beauty,2,217.89,0%,107.86,435.78,215.72,220.06,2025,,,
1336,O000680,7/21/2025,C06783,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P051,Fragrance 3,Beauty,1,426.69,10%,260.93,384.02,260.93,123.09,2025,,,
1337,O000680,7/21/2025,C06783,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P055,Skin Care 3,Beauty,1,160.38,0%,83.95,160.38,83.95,76.43,2025,,,
1338,O000681,4/22/2024,C07000,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P057,Hair Care 1,Beauty,1,112.2,0%,55.23,112.2,55.23,56.97,2024,,,
1339,O000682,8/23/2024,C07490,VIP,B16,Khamis Mushait,Khamis Mushait,Asir,18.3064,42.729,In-store,Mastercard,P001,Headphones 1,Electronics,2,355.9,0%,182.01,711.8,364.02,347.78,2024,,,
1340,O000683,7/29/2025,C01060,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P009,Power Bank 1,Electronics,1,171.92,0%,115.49,171.92,115.49,56.43,2025,,,
1341,O000683,7/29/2025,C01060,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P072,Sports Bottle 4,Sports,2,41.52,15%,27.48,70.58,54.96,15.62,2025,,,
1342,O000684,4/22/2025,C07135,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P059,Hair Care 3,Beauty,3,138.31,20%,94.28,331.94,282.84,49.1,2025,,,
1343,O000684,4/22/2025,C07135,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P045,T-Shirt 1,Fashion,2,170.84,0%,91.57,341.68,183.14,158.54,2025,,,
1344,O000685,11/27/2024,C08050,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,Online,Cash,P014,Speaker 2,Electronics,2,102.29,0%,61.66,204.58,123.32,81.26,2024,,,
1345,O000686,11/5/2025,C06861,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Visa,P008,Smart Watch 4,Electronics,1,772.39,0%,643.87,772.39,643.87,128.52,2025,,,
1346,O000686,11/5/2025,C06861,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Visa,P011,Power Bank 3,Electronics,1,94.13,0%,59.85,94.13,59.85,34.28,2025,,,
1347,O000686,11/5/2025,C06861,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Visa,P015,Speaker 3,Electronics,2,474.96,0%,345.34,949.92,690.68,259.24,2025,,,
1348,O000687,3/21/2025,C07345,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P069,Sports Bottle 1,Sports,1,78.24,10%,61.34,70.42,61.34,9.08,2025,,,
1349,O000688,6/18/2024,C03292,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Visa,P062,Fitness Mat 2,Sports,1,130.76,10%,100.84,117.68,100.84,16.84,2024,,,
1350,O000688,6/18/2024,C03292,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Visa,P002,Headphones 2,Electronics,1,107.5,0%,57.18,107.5,57.18,50.32,2024,,,
1351,O000689,10/1/2024,C08728,New,B15,Abha Center,Abha,Asir,18.2465,42.5117,Online,Apple Pay,P060,Hair Care 4,Beauty,1,90.36,0%,59.06,90.36,59.06,31.3,2024,,,
1352,O000689,10/1/2024,C08728,New,B15,Abha Center,Abha,Asir,18.2465,42.5117,Online,Apple Pay,P035,Jacket 3,Fashion,1,418.98,0%,326.19,418.98,326.19,92.79,2024,,,
1353,O000689,10/1/2024,C08728,New,B15,Abha Center,Abha,Asir,18.2465,42.5117,Online,Apple Pay,P014,Speaker 2,Electronics,1,116.27,0%,61.66,116.27,61.66,54.61,2024,,,
1354,O000690,6/16/2024,C11415,Regular,B16,Khamis Mushait,Khamis Mushait,Asir,18.3064,42.729,In-store,Mada,P043,Backpack 3,Fashion,2,153.01,0%,92.05,306.02,184.1,121.92,2024,,,
1355,O000691,6/8/2025,C03338,New,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Visa,P033,Jacket 1,Fashion,1,187.13,0%,102.11,187.13,102.11,85.02,2025,,,
1356,O000691,6/8/2025,C03338,New,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Visa,P034,Jacket 2,Fashion,1,147.11,5%,82.52,139.75,82.52,57.23,2025,,,
1357,O000692,1/27/2025,C04879,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Cash,P037,Sneakers 1,Fashion,1,222.87,10%,148.15,200.58,148.15,52.43,2025,,,
1358,O000692,1/27/2025,C04879,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Cash,P002,Headphones 2,Electronics,1,108.68,0%,57.18,108.68,57.18,51.5,2025,,,
1359,O000692,1/27/2025,C04879,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Cash,P054,Skin Care 2,Beauty,1,266.63,20%,186.83,213.3,186.83,26.47,2025,,,
1360,O000693,7/28/2025,C02531,Regular,B02,Riyadh Center,Riyadh,Riyadh,24.7136,46.6753,In-store,Visa,P048,T-Shirt 4,Fashion,1,103.96,10%,62.15,93.56,62.15,31.41,2025,,,
1361,O000694,3/31/2025,C05905,Regular,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,In-store,Mastercard,P065,Dumbbell Set 1,Sports,1,145.12,0%,91.37,145.12,91.37,53.75,2025,,,
1362,O000695,1/2/2025,C07690,VIP,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P049,Fragrance 1,Beauty,1,603.56,15%,426.71,513.03,426.71,86.32,2025,,,
1363,O000695,1/2/2025,C07690,VIP,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P076,Notebook Set 4,Office,2,22.11,0%,17.15,44.22,34.3,9.92,2025,,,
1364,O000695,1/2/2025,C07690,VIP,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P012,Power Bank 4,Electronics,1,162.42,0%,80.03,162.42,80.03,82.39,2025,,,
1365,O000696,8/18/2024,C10825,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mada,P003,Headphones 3,Electronics,1,303.57,0%,159.42,303.57,159.42,144.15,2024,,,
1366,O000697,6/17/2025,C11687,VIP,B09,Taif Center,Taif,Makkah,21.2703,40.4158,In-store,Cash,P068,Dumbbell Set 4,Sports,2,358.61,15%,174.58,609.64,349.16,260.48,2025,,,
1367,O000698,8/4/2025,C02323,New,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,Online,Mada,P027,Desk Lamp 3,Home,1,66.29,0%,35.23,66.29,35.23,31.06,2025,,,
1368,O000698,8/4/2025,C02323,New,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,Online,Mada,P054,Skin Care 2,Beauty,1,234.59,10%,186.83,211.13,186.83,24.3,2025,,,
1369,O000699,3/24/2025,C05372,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Mada,P026,Desk Lamp 2,Home,1,167.98,0%,76.12,167.98,76.12,91.86,2025,,,
1370,O000700,2/6/2024,C11162,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P025,Desk Lamp 1,Home,1,50.56,10%,25.89,45.5,25.89,19.61,2024,,,
1371,O000700,2/6/2024,C11162,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P075,Notebook Set 3,Office,2,22.02,0%,15.85,44.04,31.7,12.34,2024,,,
1372,O000701,5/25/2025,C02139,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P052,Fragrance 4,Beauty,1,539.17,0%,278.76,539.17,278.76,260.41,2025,,,
1373,O000701,5/25/2025,C02139,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P007,Smart Watch 3,Electronics,1,476.31,0%,262.28,476.31,262.28,214.03,2025,,,
1374,O000701,5/25/2025,C02139,VIP,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,In-store,Mada,P077,Office Chair 1,Office,2,470.92,0%,341.46,941.84,682.92,258.92,2025,,,
1375,O000702,3/25/2024,C08709,VIP,B17,Jazan Center,Jazan,Jazan,16.8892,42.5706,In-store,Visa,P018,Bedding Set 2,Home,1,363.3,5%,277.26,345.13,277.26,67.88,2024,,,
1376,O000703,1/5/2024,C03742,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Mada,P038,Sneakers 2,Fashion,1,195.24,0%,113.57,195.24,113.57,81.67,2024,,,
1377,O000704,9/26/2024,C05784,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P030,Coffee Maker 2,Home,1,378.35,0%,233.11,378.35,233.11,145.24,2024,,,
1378,O000705,7/19/2024,C10068,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mada,P024,Cookware 4,Home,1,283.84,5%,204.59,269.65,204.59,65.06,2024,,,
1379,O000705,7/19/2024,C10068,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mada,P030,Coffee Maker 2,Home,1,373.5,0%,233.11,373.5,233.11,140.39,2024,,,
1380,O000706,5/28/2024,C00298,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P080,Office Chair 4,Office,1,386.83,0%,222.42,386.83,222.42,164.41,2024,,,
1381,O000707,9/11/2025,C04636,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mastercard,P010,Power Bank 2,Electronics,2,90.41,0%,48.88,180.82,97.76,83.06,2025,,,
1382,O000707,9/11/2025,C04636,VIP,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mastercard,P076,Notebook Set 4,Office,2,25.26,10%,17.15,45.47,34.3,11.17,2025,,,
1383,O000708,11/1/2025,C11165,New,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Mada,P053,Skin Care 1,Beauty,4,182.17,0%,91.8,728.68,367.2,361.48,2025,,,
1384,O000709,5/13/2024,C07956,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P030,Coffee Maker 2,Home,1,352.57,20%,233.11,282.06,233.11,48.95,2024,,,
1385,O000710,5/11/2024,C00374,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Apple Pay,P023,Cookware 3,Home,2,298.55,5%,158.13,567.25,316.26,250.99,2024,,,
1386,O000711,5/22/2024,C01499,Regular,B12,Dhahran Center,Dhahran,Eastern Province,26.2886,50.1139,In-store,Visa,P025,Desk Lamp 1,Home,1,53.42,0%,25.89,53.42,25.89,27.53,2024,,,
1387,O000712,5/20/2025,C03599,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P057,Hair Care 1,Beauty,1,114.28,5%,55.23,108.57,55.23,53.34,2025,,,
1388,O000712,5/20/2025,C03599,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P052,Fragrance 4,Beauty,1,482.74,15%,278.76,410.33,278.76,131.57,2025,,,
1389,O000713,2/22/2025,C08844,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P077,Office Chair 1,Office,2,425.44,0%,341.46,850.88,682.92,167.96,2025,,,
1390,O000714,10/18/2025,C11418,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P003,Headphones 3,Electronics,3,315.75,0%,159.42,947.25,478.26,468.99,2025,,,
1391,O000715,8/5/2024,C09599,VIP,B12,Dhahran Center,Dhahran,Eastern Province,26.2886,50.1139,In-store,Cash,P069,Sports Bottle 1,Sports,1,83.92,15%,61.34,71.33,61.34,9.99,2024,,,
1392,O000716,10/2/2025,C02880,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P002,Headphones 2,Electronics,1,111.76,10%,57.18,100.58,57.18,43.4,2025,,,
1393,O000716,10/2/2025,C02880,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Cash,P070,Sports Bottle 2,Sports,2,90.09,20%,44.56,144.14,89.12,55.02,2025,,,
1394,O000717,1/25/2024,C00485,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Apple Pay,P022,Cookware 2,Home,1,372.68,0%,305.68,372.68,305.68,67,2024,,,
1395,O000718,9/10/2025,C02172,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P071,Sports Bottle 3,Sports,1,36.98,10%,27.49,33.28,27.49,5.79,2025,,,
1396,O000718,9/10/2025,C02172,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Visa,P018,Bedding Set 2,Home,1,353.63,0%,277.26,353.63,277.26,76.37,2025,,,
1397,O000719,11/2/2025,C01844,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mada,P035,Jacket 3,Fashion,1,453.96,0%,326.19,453.96,326.19,127.77,2025,,,
1398,O000720,10/20/2025,C03955,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P070,Sports Bottle 2,Sports,1,86.36,0%,44.56,86.36,44.56,41.8,2025,,,
1399,O000721,1/4/2025,C11457,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P066,Dumbbell Set 2,Sports,2,121.71,0%,88.83,243.42,177.66,65.76,2025,,,
1400,O000721,1/4/2025,C11457,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P049,Fragrance 1,Beauty,2,643.67,0%,426.71,1287.34,853.42,433.92,2025,,,
1401,O000721,1/4/2025,C11457,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P061,Fitness Mat 1,Sports,1,91.03,15%,48.43,77.38,48.43,28.95,2025,,,
1402,O000721,1/4/2025,C11457,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Cash,P070,Sports Bottle 2,Sports,2,85.49,5%,44.56,162.43,89.12,73.31,2025,,,
1403,O000722,7/18/2025,C08064,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mastercard,P027,Desk Lamp 3,Home,3,63.93,20%,35.23,153.43,105.69,47.74,2025,,,
1404,O000722,7/18/2025,C08064,Regular,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,In-store,Mastercard,P067,Dumbbell Set 3,Sports,3,437.96,0%,237.28,1313.88,711.84,602.04,2025,,,
1405,O000723,6/22/2024,C04478,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P049,Fragrance 1,Beauty,2,660.67,0%,426.71,1321.34,853.42,467.92,2024,,,
1406,O000723,6/22/2024,C04478,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P020,Bedding Set 4,Home,1,221.13,0%,135.93,221.13,135.93,85.2,2024,,,
1407,O000724,9/18/2025,C07408,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Visa,P065,Dumbbell Set 1,Sports,1,137.1,0%,91.37,137.1,91.37,45.73,2025,,,
1408,O000724,9/18/2025,C07408,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Visa,P019,Bedding Set 3,Home,1,264.96,0%,127.42,264.96,127.42,137.54,2025,,,
1409,O000725,2/2/2024,C06795,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Apple Pay,P002,Headphones 2,Electronics,1,108.55,20%,57.18,86.84,57.18,29.66,2024,,,
1410,O000725,2/2/2024,C06795,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Apple Pay,P061,Fitness Mat 1,Sports,1,89.94,5%,48.43,85.44,48.43,37.01,2024,,,
1411,O000726,11/7/2025,C05802,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P001,Headphones 1,Electronics,2,350.3,5%,182.01,665.57,364.02,301.55,2025,,,
1412,O000726,11/7/2025,C05802,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P030,Coffee Maker 2,Home,2,390.73,0%,233.11,781.46,466.22,315.24,2025,,,
1413,O000726,11/7/2025,C05802,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P053,Skin Care 1,Beauty,1,163.6,0%,91.8,163.6,91.8,71.8,2025,,,
1414,O000726,11/7/2025,C05802,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Cash,P047,T-Shirt 3,Fashion,1,84.97,15%,56.49,72.22,56.49,15.73,2025,,,
1415,O000727,8/15/2025,C06569,Regular,B17,Jazan Center,Jazan,Jazan,16.8892,42.5706,Online,Mada,P077,Office Chair 1,Office,2,457,0%,341.46,914,682.92,231.08,2025,,,
1416,O000727,8/15/2025,C06569,Regular,B17,Jazan Center,Jazan,Jazan,16.8892,42.5706,Online,Mada,P003,Headphones 3,Electronics,4,334.32,15%,159.42,1136.69,637.68,499.01,2025,,,
1417,O000728,4/8/2024,C05011,VIP,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Visa,P077,Office Chair 1,Office,3,441.9,10%,341.46,1193.13,1024.38,168.75,2024,,,
1418,O000728,4/8/2024,C05011,VIP,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Visa,P065,Dumbbell Set 1,Sports,1,142.87,0%,91.37,142.87,91.37,51.5,2024,,,
1419,O000729,7/3/2024,C09792,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mada,P019,Bedding Set 3,Home,1,267.27,5%,127.42,253.91,127.42,126.49,2024,,,
1420,O000729,7/3/2024,C09792,New,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mada,P039,Sneakers 3,Fashion,1,540.16,15%,375.84,459.14,375.84,83.3,2024,,,
1421,O000730,11/16/2024,C10440,VIP,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P043,Backpack 3,Fashion,2,158.23,0%,92.05,316.46,184.1,132.36,2024,,,
1422,O000731,10/5/2024,C02115,New,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mastercard,P024,Cookware 4,Home,1,297.46,20%,204.59,237.97,204.59,33.38,2024,,,
1423,O000731,10/5/2024,C02115,New,B19,Buraydah Center,Buraydah,Qassim,26.3592,43.9818,In-store,Mastercard,P031,Coffee Maker 3,Home,1,691.67,20%,352.34,553.34,352.34,201,2024,,,
1424,O000732,3/23/2025,C11274,Regular,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Apple Pay,P063,Fitness Mat 3,Sports,1,107.59,0%,84.19,107.59,84.19,23.4,2025,,,
1425,O000732,3/23/2025,C11274,Regular,B18,Tabuk Center,Tabuk,Tabuk,28.3998,36.5715,In-store,Apple Pay,P028,Desk Lamp 4,Home,2,85.26,20%,41.45,136.42,82.9,53.52,2025,,,
1426,O000733,6/23/2024,C08910,VIP,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,In-store,Apple Pay,P041,Backpack 1,Fashion,1,224.12,0%,104.05,224.12,104.05,120.07,2024,,,
1427,O000734,11/11/2025,C10742,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Cash,P043,Backpack 3,Fashion,1,160.89,10%,92.05,144.8,92.05,52.75,2025,,,
1428,O000734,11/11/2025,C10742,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Cash,P065,Dumbbell Set 1,Sports,1,145.73,0%,91.37,145.73,91.37,54.36,2025,,,
1429,O000734,11/11/2025,C10742,Regular,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Cash,P074,Notebook Set 2,Office,1,45.25,5%,32.61,42.99,32.61,10.38,2025,,,
1430,O000735,8/29/2025,C00806,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P003,Headphones 3,Electronics,1,300.79,0%,159.42,300.79,159.42,141.37,2025,,,
1431,O000735,8/29/2025,C00806,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,Online,Mastercard,P023,Cookware 3,Home,1,331.61,20%,158.13,265.29,158.13,107.16,2025,,,
1432,O000736,6/22/2024,C07580,VIP,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P006,Smart Watch 2,Electronics,4,845.76,0%,426.15,3383.04,1704.6,1678.44,2024,,,
